Sentence: #;Word;Tag
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2840;pantoprazol;NAME
;krka;O
;40;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Sentence: 2841;buprenorphin;NAME
;/;NAME
;naloxon;O
;mylan;O
;8;STRENGTH
;+;STRENGTH
;2;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;unit;O
;-;PACK
;dose;O
;);O
;resoribl;FORM
;.;FORM
;,;O
;subling;FORM
;.;FORM
Sentence: 2842;carvedilol;NAME
;stada;O
;6;STRENGTH
;,;O
;25;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2843;conoxia;NAME
;100;NAME
;%;NAME
;100;STRENGTH
;%;STRENGTH
;46;PACK
;l;PACK
;med;FORM
;.;FORM
;gas;FORM
;,;O
;kryogen;FORM
Sentence: 2844;suboxone;NAME
;2;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;resoribl;FORM
;.;FORM
;,;O
;subling;FORM
;.;FORM
Sentence: 2845;vaxxitek;NAME
;hvt;NAME
;+;NAME
;ibd;NAME
;1000;PACK
;doser;PACK
;susp;FORM
;.;FORM
;+;FORM
;solv;FORM
;.;FORM
;inj;FORM
;,;O
;susp;FORM
;.;FORM
Sentence: 2846;euthyrox;NAME
;100;STRENGTH
;mikrogram;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2847;norlevo;NAME
;1;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2848;seroquel;NAME
;xr;NAME
;400;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 2849;cevac;NAME
;ibird;NAME
;5000;PACK
;doser;PACK
;lyofilisat;FORM
;suspesion;FORM
Sentence: 2850;octreotide;NAME
;hospira;O
;50;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 2851;votubia;NAME
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;dispergible;FORM
;tabl;FORM
;.;FORM
Sentence: 2852;praluent;NAME
;75;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Sentence: 2853;benzylpenicillin;NAME
;panpharma;O
;3;STRENGTH
;g;STRENGTH
;10;PACK
;x;PACK
;3;PACK
;g;PACK
;(;O
;5;PACK
;mill;PACK
;.;PACK
;ie;O
;);O
;pul;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;+;FORM
;inf;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Sentence: 2854;balance4;NAME
;,;O
;25;NAME
;%;NAME
;glucos1;NAME
;,;O
;25;NAME
;mmolca;NAME
;/;NAME
;l;NAME
;4;PACK
;x;PACK
;3000;PACK
;ml;PACK
;sleepsafe;PACK
;balance;PACK
;periton;FORM
;.;FORM
;dialysevæske;FORM
Sentence: 2855;stesolid;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;5;PACK
;x;PACK
;2;PACK
;,;O
;5;PACK
;ml;PACK
;rektalvsk;FORM
;.;FORM
;,;O
;opl;FORM
;,;O
;endos;FORM
Sentence: 2856;vialerg;NAME
;10;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2857;cymbalta;NAME
;60;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterokapsler;FORM
;,;O
;hårde;FORM
Sentence: 2858;enstilar;NAME
;50;STRENGTH
;mikrog;STRENGTH
;.;STRENGTH
;/;STRENGTH
;g;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;2;PACK
;x;PACK
;60;PACK
;g;PACK
;kutanskum;FORM
Sentence: 2859;candesartan;NAME
;krka;O
;16;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2860;prac;NAME
;-;NAME
;tic;NAME
;625;STRENGTH
;mg;STRENGTH
;3;PACK
;stk;PACK
;.;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Sentence: 2861;symbicort;NAME
;turbuhaler;NAME
;4;STRENGTH
;,;O
;5;STRENGTH
;+;STRENGTH
;160;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;inhalationspulver;FORM
Sentence: 2862;pradaxa;NAME
;150;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;paranova;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 2863;adamon;NAME
;sr;NAME
;50;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
Sentence: 2864;montelukast;NAME
;nordic;O
;prime;O
;10;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2865;flecin;NAME
;50;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2866;fotil;NAME
;20;STRENGTH
;+;STRENGTH
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Sentence: 2867;synagis;NAME
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;ml;PACK
;(;O
;orifarm;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 2868;cosmofer;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;2;PACK
;ml;PACK
;inj;FORM
;.;FORM
;-;FORM
;/;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Sentence: 2869;lopid;NAME
;300;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 2870;panodil;NAME
;500;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2871;mandolgin;NAME
;retard;NAME
;100;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 2872;cancidas;NAME
;50;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;abacus;O
;);O
;pu;FORM
;.;FORM
;t;FORM
;.;FORM
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;v;FORM
;.;FORM
;,;O
;o;FORM
Sentence: 2873;noritren;NAME
;25;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2874;onbrez;NAME
;breezhaler;NAME
;300;STRENGTH
;mikrogram;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;+;PACK
;inh;PACK
;.;PACK
;(;O
;2;PACK
;care;PACK
;4;PACK
;inhal;FORM
;.;FORM
;pulv;FORM
;.;FORM
;,;O
;hård;FORM
;kap;FORM
Sentence: 2875;zingovet;NAME
;1000;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;25;PACK
;kg;PACK
;premix;FORM
;t;FORM
;.;FORM
;foderlægem;FORM
;.;FORM
Sentence: 2876;cimalgex;NAME
;80;STRENGTH
;mg;STRENGTH
;32;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tyggetabletter;FORM
Sentence: 2877;condyline;NAME
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;3;PACK
;,;O
;5;PACK
;ml;PACK
;kutanopløsning;FORM
Sentence: 2878;zyclara;NAME
;3;STRENGTH
;,;O
;75;STRENGTH
;%;STRENGTH
;w;STRENGTH
;/;STRENGTH
;w;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;abacus;O
;);O
;creme;FORM
Sentence: 2879;relvar;NAME
;ellipta;NAME
;30;PACK
;doser;PACK
;(;O
;paranova;O
;);O
;inhalationspulv;FORM
;,;O
;afd;FORM
Sentence: 2880;propovet;NAME
;multidose;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;20;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;emulsion;FORM
Sentence: 2881;kesium;NAME
;500;STRENGTH
;+;STRENGTH
;125;STRENGTH
;mg;STRENGTH
;12;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tyggetabletter;FORM
Sentence: 2882;kogenate;NAME
;bayer;O
;bio;O
;-;NAME
;set;NAME
;1000;STRENGTH
;ie;STRENGTH
;1;PACK
;sæt;PACK
;pulv;FORM
;.;FORM
;sol;FORM
;.;FORM
;inj;FORM
;.;FORM
;opl;FORM
;.;FORM
;spr;FORM
Sentence: 2883;adalat;NAME
;oros;NAME
;30;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 2884;coldyx;NAME
;citron;NAME
;3;STRENGTH
;mg;STRENGTH
;24;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;sugetabletter;FORM
Sentence: 2885;cardil;NAME
;120;STRENGTH
;mg;STRENGTH
;120;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 2886;caprelsa;NAME
;100;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;(;O
;3;PACK
;x;PACK
;10;PACK
;);O
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2887;daxas;NAME
;500;STRENGTH
;mikrogram;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;paranova;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2888;brintellix;NAME
;20;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;abacus;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2889;metomotyl;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 2890;etodolac;NAME
;2;O
;care;NAME
;4;O
;200;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2891;med;NAME
;.;NAME
;oxygen;O
;air;O
;liquide;O
;100;O
;%;NAME
;100;STRENGTH
;%;STRENGTH
;15;PACK
;l;PACK
;(;O
;trykreg;O
;.;PACK
;/;PACK
;compact;O
;);O
;med;FORM
;.;FORM
;gas;FORM
;,;O
;komprim;FORM
;.;FORM
Sentence: 2892;domosedan;NAME
;vet;NAME
;.;NAME
;7;STRENGTH
;,;O
;6;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;3;PACK
;ml;PACK
;mundhulegel;FORM
Sentence: 2893;ifirmasta;NAME
;300;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2894;milbactor;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;+;STRENGTH
;25;STRENGTH
;mg;STRENGTH
;48;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2895;esbriet;NAME
;267;STRENGTH
;mg;STRENGTH
;252;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2896;voriconazole;NAME
;teva;O
;50;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2897;gilenya;NAME
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 2898;cimalgex;NAME
;30;STRENGTH
;mg;STRENGTH
;32;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tyggetabletter;FORM
Sentence: 2899;dalacin;NAME
;topico;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;30;PACK
;ml;PACK
;kutanopløsning;FORM
Sentence: 2900;rosuvastatin;NAME
;stada;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2901;kloramfenikol;NAME
;orifarm;O
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;5;PACK
;ml;PACK
;øjensalve;FORM
Sentence: 2902;rozex;NAME
;0;STRENGTH
;,;O
;75;STRENGTH
;pc;STRENGTH
;50;PACK
;g;PACK
;gel;FORM
Sentence: 2903;antabus;NAME
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;brusetabletter;FORM
Sentence: 2904;valsartan;NAME
;/;NAME
;hclthiazid;O
;2;O
;care;NAME
;4;O
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2905;entecavir;NAME
;teva;O
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2906;engemycin;NAME
;vet;NAME
;.;NAME
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;250;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 2907;amoxival;NAME
;vet;NAME
;.;NAME
;200;STRENGTH
;mg;STRENGTH
;200;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2908;remeron;NAME
;smelt;NAME
;15;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Sentence: 2909;lyrica;NAME
;300;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;abacus;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 2910;zolpidem;NAME
;actavis;O
;10;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2911;immunoprin;NAME
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2912;inegy;NAME
;10;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;40;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2913;fexofenadinhydrochlorid;NAME
;2;NAME
;care;NAME
;4;NAME
;180;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2914;buspirone;NAME
;orion;O
;10;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2915;seroquel;NAME
;xr;NAME
;50;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 2916;naloxon;NAME
;b;O
;.;NAME
;braun;O
;0;STRENGTH
;,;O
;4;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 2917;quetiapin;NAME
;amneal;O
;25;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2918;ravicti;NAME
;1;STRENGTH
;,;O
;1;STRENGTH
;g;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;sæt;PACK
;(;O
;5;PACK
;ml;PACK
;sprøjte;O
;);O
;oral;FORM
;væske;FORM
Sentence: 2919;neupro;NAME
;8;STRENGTH
;mgh;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;haemato;O
;);O
;depotplastre;FORM
Sentence: 2920;baklofen;NAME
;mylan;O
;25;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;tabletter;FORM
Sentence: 2921;somavert;NAME
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;m;PACK
;.;PACK
;sprøjte;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Sentence: 2922;remifentanil;NAME
;b;O
;.;NAME
;braun;O
;5;STRENGTH
;mg;STRENGTH
;5;PACK
;stk;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;konc;FORM
;.;FORM
;inj;FORM
;/;FORM
;inf;FORM
Sentence: 2923;nimvastid;NAME
;6;STRENGTH
;mg;STRENGTH
;112;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 2924;asacol;NAME
;400;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Sentence: 2925;fluoxetine;NAME
;vitabalans;O
;20;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2926;naragran;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2927;gaviscon;NAME
;120;PACK
;stk;PACK
;.;PACK
;tyggetabletter;FORM
Sentence: 2928;levetiracetam;NAME
;orion;O
;1000;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2929;clarithromycin;NAME
;krka;O
;500;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2930;triatec;NAME
;5;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2931;mirapexin;NAME
;3;STRENGTH
;,;O
;15;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;europharma;PACK
;depottabletter;FORM
Sentence: 2932;natriumklorid;NAME
;b;O
;.;NAME
;braun;O
;9;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;1000;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 2933;seroquel;NAME
;xr;NAME
;300;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 2934;metronidazol;NAME
;dak;O
;500;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2935;depolan;NAME
;60;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 2936;dutasteride;NAME
;teva;O
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;bløde;FORM
Sentence: 2937;atenodan;NAME
;50;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2938;leponex;NAME
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 2939;alk;NAME
;(;O
;225;NAME
;);O
;phleum;NAME
;pratense;NAME
;behandlingssæt;STRENGTH
;4;PACK
;x;PACK
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Sentence: 2940;paracetamol;NAME
;teva;O
;500;STRENGTH
;mg;STRENGTH
;300;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 2941;donepezil;NAME
;sandoz;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2942;latanoprost;NAME
;stada;O
;50;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;2;PACK
;,;O
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Sentence: 2943;litak;NAME
;2;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;x;PACK
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 2944;oxcarbazepin;NAME
;jubilant;O
;600;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2945;vesicare;NAME
;5;STRENGTH
;mg;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2946;exelon;NAME
;13;STRENGTH
;,;O
;3;STRENGTH
;mgh;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;europharmadk;O
;);O
;depotplastre;FORM
Sentence: 2947;bufomix;NAME
;easyhaler;NAME
;4;STRENGTH
;,;O
;5;STRENGTH
;+;STRENGTH
;80;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;inhalationspulver;FORM
Sentence: 2948;seresto;NAME
;vet;NAME
;.;NAME
;t;NAME
;.;NAME
;hund;NAME
;over;NAME
;8;NAME
;kg;NAME
;4;STRENGTH
;,;O
;50;STRENGTH
;g;STRENGTH
;+;STRENGTH
;2;STRENGTH
;,;O
;03;STRENGTH
;g;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;halsbånd;FORM
Sentence: 2949;pegasys;NAME
;135;STRENGTH
;mikrogram;STRENGTH
;4;PACK
;x;PACK
;0;PACK
;,;O
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Sentence: 2950;gabapentin;NAME
;pcd;O
;300;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 2951;azilect;NAME
;1;STRENGTH
;mg;STRENGTH
;112;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;abacus;O
;);O
;tabletter;FORM
Sentence: 2952;tenormin;NAME
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2953;dolol;NAME
;retard;NAME
;uno;NAME
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
;,;O
;hårde;FORM
Sentence: 2954;olanzapin;NAME
;pcd;O
;10;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2955;atorvastatin;NAME
;krka;O
;80;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2956;aripiprazol;NAME
;krka;O
;10;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 2957;synalar;NAME
;0;NAME
;,;O
;025;NAME
;%;NAME
;med;NAME
;chinoform;NAME
;0;STRENGTH
;,;O
;25;STRENGTH
;+;STRENGTH
;30;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;15;PACK
;g;PACK
;creme;FORM
Sentence: 2958;triamcin;NAME
;.;NAME
;ace;NAME
;/;NAME
;econazo;O
;paranova;NAME
;10;STRENGTH
;+;STRENGTH
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;30;PACK
;g;PACK
;(;O
;2;PACK
;x;PACK
;15;PACK
;g;PACK
;);O
;creme;FORM
Sentence: 2959;tadalafil;NAME
;krka;O
;10;STRENGTH
;mg;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 2960;cepedex;NAME
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 2961;amlodipin;NAME
